"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","LIFEEXP","MEN","YR","A","1960",67.9,
"AUS","LIFEEXP","MEN","YR","A","1961",68,
"AUS","LIFEEXP","MEN","YR","A","1962",67.8,
"AUS","LIFEEXP","MEN","YR","A","1963",67.9,
"AUS","LIFEEXP","MEN","YR","A","1964",67.5,
"AUS","LIFEEXP","MEN","YR","A","1965",67.7,
"AUS","LIFEEXP","MEN","YR","A","1966",67.6,
"AUS","LIFEEXP","MEN","YR","A","1967",67.8,
"AUS","LIFEEXP","MEN","YR","A","1968",67.5,
"AUS","LIFEEXP","MEN","YR","A","1969",67.5,
"AUS","LIFEEXP","MEN","YR","A","1970",67.4,
"AUS","LIFEEXP","MEN","YR","A","1971",68.3,
"AUS","LIFEEXP","MEN","YR","A","1972",68.6,
"AUS","LIFEEXP","MEN","YR","A","1973",68.6,
"AUS","LIFEEXP","MEN","YR","A","1974",68.4,
"AUS","LIFEEXP","MEN","YR","A","1975",69.2,
"AUS","LIFEEXP","MEN","YR","A","1976",69.3,
"AUS","LIFEEXP","MEN","YR","A","1977",69.9,
"AUS","LIFEEXP","MEN","YR","A","1978",70.2,
"AUS","LIFEEXP","MEN","YR","A","1979",70.8,
"AUS","LIFEEXP","MEN","YR","A","1980",71,
"AUS","LIFEEXP","MEN","YR","A","1981",71.4,
"AUS","LIFEEXP","MEN","YR","A","1982",71.2,
"AUS","LIFEEXP","MEN","YR","A","1983",72.1,
"AUS","LIFEEXP","MEN","YR","A","1984",72.5,
"AUS","LIFEEXP","MEN","YR","A","1985",72.4,
"AUS","LIFEEXP","MEN","YR","A","1986",72.9,
"AUS","LIFEEXP","MEN","YR","A","1987",73.1,
"AUS","LIFEEXP","MEN","YR","A","1988",73.1,
"AUS","LIFEEXP","MEN","YR","A","1989",73.3,
"AUS","LIFEEXP","MEN","YR","A","1990",73.9,
"AUS","LIFEEXP","MEN","YR","A","1991",74.4,
"AUS","LIFEEXP","MEN","YR","A","1992",74.5,
"AUS","LIFEEXP","MEN","YR","A","1993",75,
"AUS","LIFEEXP","MEN","YR","A","1994",75,
"AUS","LIFEEXP","MEN","YR","A","1995",75,
"AUS","LIFEEXP","MEN","YR","A","1996",75.2,
"AUS","LIFEEXP","MEN","YR","A","1997",75.6,
"AUS","LIFEEXP","MEN","YR","A","1998",75.9,
"AUS","LIFEEXP","MEN","YR","A","1999",76.2,
"AUS","LIFEEXP","MEN","YR","A","2000",76.6,
"AUS","LIFEEXP","MEN","YR","A","2001",77,
"AUS","LIFEEXP","MEN","YR","A","2002",77.4,
"AUS","LIFEEXP","MEN","YR","A","2003",77.8,
"AUS","LIFEEXP","MEN","YR","A","2004",78.1,
"AUS","LIFEEXP","MEN","YR","A","2005",78.5,
"AUS","LIFEEXP","MEN","YR","A","2006",78.7,
"AUS","LIFEEXP","MEN","YR","A","2007",79,
"AUS","LIFEEXP","MEN","YR","A","2008",79.2,
"AUS","LIFEEXP","MEN","YR","A","2009",79.3,
"AUS","LIFEEXP","MEN","YR","A","2010",79.5,
"AUS","LIFEEXP","MEN","YR","A","2011",79.7,
"AUS","LIFEEXP","MEN","YR","A","2012",79.9,
"AUS","LIFEEXP","MEN","YR","A","2013",80.1,
"AUS","LIFEEXP","MEN","YR","A","2014",80.3,
"AUS","LIFEEXP","MEN","YR","A","2015",80.4,
"AUS","LIFEEXP","MEN","YR","A","2016",80.4,
"AUS","LIFEEXP","MEN","YR","A","2017",80.5,
"AUS","LIFEEXP","MEN","YR","A","2018",80.7,
"AUS","LIFEEXP","MEN","YR","A","2019",80.9,
"AUS","LIFEEXP","TOT","YR","A","1960",70.9,
"AUS","LIFEEXP","TOT","YR","A","1961",71.2,
"AUS","LIFEEXP","TOT","YR","A","1962",71,
"AUS","LIFEEXP","TOT","YR","A","1963",71.1,
"AUS","LIFEEXP","TOT","YR","A","1964",70.7,
"AUS","LIFEEXP","TOT","YR","A","1965",71,
"AUS","LIFEEXP","TOT","YR","A","1966",70.8,
"AUS","LIFEEXP","TOT","YR","A","1967",71.2,
"AUS","LIFEEXP","TOT","YR","A","1968",70.9,
"AUS","LIFEEXP","TOT","YR","A","1969",71.1,
"AUS","LIFEEXP","TOT","YR","A","1970",70.8,
"AUS","LIFEEXP","TOT","YR","A","1971",71.6,
"AUS","LIFEEXP","TOT","YR","A","1972",72,
"AUS","LIFEEXP","TOT","YR","A","1973",72.1,
"AUS","LIFEEXP","TOT","YR","A","1974",71.9,
"AUS","LIFEEXP","TOT","YR","A","1975",72.7,
"AUS","LIFEEXP","TOT","YR","A","1976",72.8,
"AUS","LIFEEXP","TOT","YR","A","1977",73.4,
"AUS","LIFEEXP","TOT","YR","A","1978",73.7,
"AUS","LIFEEXP","TOT","YR","A","1979",74.3,
"AUS","LIFEEXP","TOT","YR","A","1980",74.6,
"AUS","LIFEEXP","TOT","YR","A","1981",74.9,
"AUS","LIFEEXP","TOT","YR","A","1982",74.7,
"AUS","LIFEEXP","TOT","YR","A","1983",75.5,
"AUS","LIFEEXP","TOT","YR","A","1984",75.8,
"AUS","LIFEEXP","TOT","YR","A","1985",75.6,
"AUS","LIFEEXP","TOT","YR","A","1986",76.1,
"AUS","LIFEEXP","TOT","YR","A","1987",76.3,
"AUS","LIFEEXP","TOT","YR","A","1988",76.3,
"AUS","LIFEEXP","TOT","YR","A","1989",76.5,
"AUS","LIFEEXP","TOT","YR","A","1990",77,
"AUS","LIFEEXP","TOT","YR","A","1991",77.4,
"AUS","LIFEEXP","TOT","YR","A","1992",77.5,
"AUS","LIFEEXP","TOT","YR","A","1993",78,
"AUS","LIFEEXP","TOT","YR","A","1994",78,
"AUS","LIFEEXP","TOT","YR","A","1995",77.9,
"AUS","LIFEEXP","TOT","YR","A","1996",78.2,
"AUS","LIFEEXP","TOT","YR","A","1997",78.5,
"AUS","LIFEEXP","TOT","YR","A","1998",78.7,
"AUS","LIFEEXP","TOT","YR","A","1999",79,
"AUS","LIFEEXP","TOT","YR","A","2000",79.3,
"AUS","LIFEEXP","TOT","YR","A","2001",79.7,
"AUS","LIFEEXP","TOT","YR","A","2002",80,
"AUS","LIFEEXP","TOT","YR","A","2003",80.3,
"AUS","LIFEEXP","TOT","YR","A","2004",80.6,
"AUS","LIFEEXP","TOT","YR","A","2005",80.9,
"AUS","LIFEEXP","TOT","YR","A","2006",81.1,
"AUS","LIFEEXP","TOT","YR","A","2007",81.4,
"AUS","LIFEEXP","TOT","YR","A","2008",81.5,
"AUS","LIFEEXP","TOT","YR","A","2009",81.6,
"AUS","LIFEEXP","TOT","YR","A","2010",81.8,
"AUS","LIFEEXP","TOT","YR","A","2011",82,
"AUS","LIFEEXP","TOT","YR","A","2012",82.1,
"AUS","LIFEEXP","TOT","YR","A","2013",82.2,
"AUS","LIFEEXP","TOT","YR","A","2014",82.4,
"AUS","LIFEEXP","TOT","YR","A","2015",82.5,
"AUS","LIFEEXP","TOT","YR","A","2016",82.5,
"AUS","LIFEEXP","TOT","YR","A","2017",82.6,
"AUS","LIFEEXP","TOT","YR","A","2018",82.8,
"AUS","LIFEEXP","TOT","YR","A","2019",83,
"AUS","LIFEEXP","WOMEN","YR","A","1960",73.9,
"AUS","LIFEEXP","WOMEN","YR","A","1961",74.4,
"AUS","LIFEEXP","WOMEN","YR","A","1962",74.2,
"AUS","LIFEEXP","WOMEN","YR","A","1963",74.2,
"AUS","LIFEEXP","WOMEN","YR","A","1964",73.9,
"AUS","LIFEEXP","WOMEN","YR","A","1965",74.2,
"AUS","LIFEEXP","WOMEN","YR","A","1966",74,
"AUS","LIFEEXP","WOMEN","YR","A","1967",74.5,
"AUS","LIFEEXP","WOMEN","YR","A","1968",74.2,
"AUS","LIFEEXP","WOMEN","YR","A","1969",74.6,
"AUS","LIFEEXP","WOMEN","YR","A","1970",74.2,
"AUS","LIFEEXP","WOMEN","YR","A","1971",74.9,
"AUS","LIFEEXP","WOMEN","YR","A","1972",75.4,
"AUS","LIFEEXP","WOMEN","YR","A","1973",75.5,
"AUS","LIFEEXP","WOMEN","YR","A","1974",75.4,
"AUS","LIFEEXP","WOMEN","YR","A","1975",76.2,
"AUS","LIFEEXP","WOMEN","YR","A","1976",76.3,
"AUS","LIFEEXP","WOMEN","YR","A","1977",76.8,
"AUS","LIFEEXP","WOMEN","YR","A","1978",77.2,
"AUS","LIFEEXP","WOMEN","YR","A","1979",77.8,
"AUS","LIFEEXP","WOMEN","YR","A","1980",78.1,
"AUS","LIFEEXP","WOMEN","YR","A","1981",78.4,
"AUS","LIFEEXP","WOMEN","YR","A","1982",78.2,
"AUS","LIFEEXP","WOMEN","YR","A","1983",78.8,
"AUS","LIFEEXP","WOMEN","YR","A","1984",79,
"AUS","LIFEEXP","WOMEN","YR","A","1985",78.8,
"AUS","LIFEEXP","WOMEN","YR","A","1986",79.2,
"AUS","LIFEEXP","WOMEN","YR","A","1987",79.5,
"AUS","LIFEEXP","WOMEN","YR","A","1988",79.5,
"AUS","LIFEEXP","WOMEN","YR","A","1989",79.6,
"AUS","LIFEEXP","WOMEN","YR","A","1990",80.1,
"AUS","LIFEEXP","WOMEN","YR","A","1991",80.4,
"AUS","LIFEEXP","WOMEN","YR","A","1992",80.4,
"AUS","LIFEEXP","WOMEN","YR","A","1993",80.9,
"AUS","LIFEEXP","WOMEN","YR","A","1994",80.9,
"AUS","LIFEEXP","WOMEN","YR","A","1995",80.8,
"AUS","LIFEEXP","WOMEN","YR","A","1996",81.1,
"AUS","LIFEEXP","WOMEN","YR","A","1997",81.3,
"AUS","LIFEEXP","WOMEN","YR","A","1998",81.5,
"AUS","LIFEEXP","WOMEN","YR","A","1999",81.8,
"AUS","LIFEEXP","WOMEN","YR","A","2000",82,
"AUS","LIFEEXP","WOMEN","YR","A","2001",82.4,
"AUS","LIFEEXP","WOMEN","YR","A","2002",82.6,
"AUS","LIFEEXP","WOMEN","YR","A","2003",82.8,
"AUS","LIFEEXP","WOMEN","YR","A","2004",83,
"AUS","LIFEEXP","WOMEN","YR","A","2005",83.3,
"AUS","LIFEEXP","WOMEN","YR","A","2006",83.5,
"AUS","LIFEEXP","WOMEN","YR","A","2007",83.7,
"AUS","LIFEEXP","WOMEN","YR","A","2008",83.7,
"AUS","LIFEEXP","WOMEN","YR","A","2009",83.9,
"AUS","LIFEEXP","WOMEN","YR","A","2010",84,
"AUS","LIFEEXP","WOMEN","YR","A","2011",84.2,
"AUS","LIFEEXP","WOMEN","YR","A","2012",84.3,
"AUS","LIFEEXP","WOMEN","YR","A","2013",84.3,
"AUS","LIFEEXP","WOMEN","YR","A","2014",84.4,
"AUS","LIFEEXP","WOMEN","YR","A","2015",84.5,
"AUS","LIFEEXP","WOMEN","YR","A","2016",84.6,
"AUS","LIFEEXP","WOMEN","YR","A","2017",84.6,
"AUS","LIFEEXP","WOMEN","YR","A","2018",84.9,
"AUS","LIFEEXP","WOMEN","YR","A","2019",85,
"AUT","LIFEEXP","MEN","YR","A","1960",65.4,
"AUT","LIFEEXP","MEN","YR","A","1961",66.5,
"AUT","LIFEEXP","MEN","YR","A","1962",66.3,
"AUT","LIFEEXP","MEN","YR","A","1963",66.4,
"AUT","LIFEEXP","MEN","YR","A","1964",66.8,
"AUT","LIFEEXP","MEN","YR","A","1965",66.6,
"AUT","LIFEEXP","MEN","YR","A","1966",66.9,
"AUT","LIFEEXP","MEN","YR","A","1967",66.6,
"AUT","LIFEEXP","MEN","YR","A","1968",66.8,
"AUT","LIFEEXP","MEN","YR","A","1969",66.5,
"AUT","LIFEEXP","MEN","YR","A","1970",66.5,
"AUT","LIFEEXP","MEN","YR","A","1971",66.7,
"AUT","LIFEEXP","MEN","YR","A","1972",67,
"AUT","LIFEEXP","MEN","YR","A","1973",67.6,
"AUT","LIFEEXP","MEN","YR","A","1974",67.5,
"AUT","LIFEEXP","MEN","YR","A","1975",67.7,
"AUT","LIFEEXP","MEN","YR","A","1976",68.2,
"AUT","LIFEEXP","MEN","YR","A","1977",68.5,
"AUT","LIFEEXP","MEN","YR","A","1978",68.5,
"AUT","LIFEEXP","MEN","YR","A","1979",68.8,
"AUT","LIFEEXP","MEN","YR","A","1980",69,
"AUT","LIFEEXP","MEN","YR","A","1981",69.3,
"AUT","LIFEEXP","MEN","YR","A","1982",69.4,
"AUT","LIFEEXP","MEN","YR","A","1983",69.5,
"AUT","LIFEEXP","MEN","YR","A","1984",70.1,
"AUT","LIFEEXP","MEN","YR","A","1985",70.4,
"AUT","LIFEEXP","MEN","YR","A","1986",71,
"AUT","LIFEEXP","MEN","YR","A","1987",71.5,
"AUT","LIFEEXP","MEN","YR","A","1988",71.9,
"AUT","LIFEEXP","MEN","YR","A","1989",71.9,
"AUT","LIFEEXP","MEN","YR","A","1990",72.3,
"AUT","LIFEEXP","MEN","YR","A","1991",72.3,
"AUT","LIFEEXP","MEN","YR","A","1992",72.5,
"AUT","LIFEEXP","MEN","YR","A","1993",72.8,
"AUT","LIFEEXP","MEN","YR","A","1994",73.2,
"AUT","LIFEEXP","MEN","YR","A","1995",73.4,
"AUT","LIFEEXP","MEN","YR","A","1996",73.7,
"AUT","LIFEEXP","MEN","YR","A","1997",74.1,
"AUT","LIFEEXP","MEN","YR","A","1998",74.5,
"AUT","LIFEEXP","MEN","YR","A","1999",74.9,
"AUT","LIFEEXP","MEN","YR","A","2000",75.2,
"AUT","LIFEEXP","MEN","YR","A","2001",75.6,
"AUT","LIFEEXP","MEN","YR","A","2002",75.8,
"AUT","LIFEEXP","MEN","YR","A","2003",75.9,
"AUT","LIFEEXP","MEN","YR","A","2004",76.4,
"AUT","LIFEEXP","MEN","YR","A","2005",76.6,
"AUT","LIFEEXP","MEN","YR","A","2006",77.1,
"AUT","LIFEEXP","MEN","YR","A","2007",77.4,
"AUT","LIFEEXP","MEN","YR","A","2008",77.7,
"AUT","LIFEEXP","MEN","YR","A","2009",77.6,
"AUT","LIFEEXP","MEN","YR","A","2010",77.8,
"AUT","LIFEEXP","MEN","YR","A","2011",78.3,
"AUT","LIFEEXP","MEN","YR","A","2012",78.4,
"AUT","LIFEEXP","MEN","YR","A","2013",78.6,
"AUT","LIFEEXP","MEN","YR","A","2014",79.1,
"AUT","LIFEEXP","MEN","YR","A","2015",78.8,
"AUT","LIFEEXP","MEN","YR","A","2016",79.3,
"AUT","LIFEEXP","MEN","YR","A","2017",79.4,
"AUT","LIFEEXP","MEN","YR","A","2018",79.4,
"AUT","LIFEEXP","MEN","YR","A","2019",79.7,
"AUT","LIFEEXP","MEN","YR","A","2020",78.9,
"AUT","LIFEEXP","TOT","YR","A","1960",68.7,
"AUT","LIFEEXP","TOT","YR","A","1961",69.7,
"AUT","LIFEEXP","TOT","YR","A","1962",69.4,
"AUT","LIFEEXP","TOT","YR","A","1963",69.6,
"AUT","LIFEEXP","TOT","YR","A","1964",70,
"AUT","LIFEEXP","TOT","YR","A","1965",69.8,
"AUT","LIFEEXP","TOT","YR","A","1966",70.2,
"AUT","LIFEEXP","TOT","YR","A","1967",70,
"AUT","LIFEEXP","TOT","YR","A","1968",70.2,
"AUT","LIFEEXP","TOT","YR","A","1969",69.9,
"AUT","LIFEEXP","TOT","YR","A","1970",70,
"AUT","LIFEEXP","TOT","YR","A","1971",70.2,
"AUT","LIFEEXP","TOT","YR","A","1972",70.6,
"AUT","LIFEEXP","TOT","YR","A","1973",71.1,
"AUT","LIFEEXP","TOT","YR","A","1974",71.1,
"AUT","LIFEEXP","TOT","YR","A","1975",71.2,
"AUT","LIFEEXP","TOT","YR","A","1976",71.7,
"AUT","LIFEEXP","TOT","YR","A","1977",72,
"AUT","LIFEEXP","TOT","YR","A","1978",72.1,
"AUT","LIFEEXP","TOT","YR","A","1979",72.4,
"AUT","LIFEEXP","TOT","YR","A","1980",72.6,
"AUT","LIFEEXP","TOT","YR","A","1981",72.9,
"AUT","LIFEEXP","TOT","YR","A","1982",73.1,
"AUT","LIFEEXP","TOT","YR","A","1983",73.1,
"AUT","LIFEEXP","TOT","YR","A","1984",73.7,
"AUT","LIFEEXP","TOT","YR","A","1985",73.9,
"AUT","LIFEEXP","TOT","YR","A","1986",74.4,
"AUT","LIFEEXP","TOT","YR","A","1987",74.9,
"AUT","LIFEEXP","TOT","YR","A","1988",75.3,
"AUT","LIFEEXP","TOT","YR","A","1989",75.4,
"AUT","LIFEEXP","TOT","YR","A","1990",75.7,
"AUT","LIFEEXP","TOT","YR","A","1991",75.7,
"AUT","LIFEEXP","TOT","YR","A","1992",75.9,
"AUT","LIFEEXP","TOT","YR","A","1993",76.2,
"AUT","LIFEEXP","TOT","YR","A","1994",76.5,
"AUT","LIFEEXP","TOT","YR","A","1995",76.8,
"AUT","LIFEEXP","TOT","YR","A","1996",77,
"AUT","LIFEEXP","TOT","YR","A","1997",77.4,
"AUT","LIFEEXP","TOT","YR","A","1998",77.8,
"AUT","LIFEEXP","TOT","YR","A","1999",78,
"AUT","LIFEEXP","TOT","YR","A","2000",78.2,
"AUT","LIFEEXP","TOT","YR","A","2001",78.7,
"AUT","LIFEEXP","TOT","YR","A","2002",78.8,
"AUT","LIFEEXP","TOT","YR","A","2003",78.7,
"AUT","LIFEEXP","TOT","YR","A","2004",79.3,
"AUT","LIFEEXP","TOT","YR","A","2005",79.4,
"AUT","LIFEEXP","TOT","YR","A","2006",80,
"AUT","LIFEEXP","TOT","YR","A","2007",80.3,
"AUT","LIFEEXP","TOT","YR","A","2008",80.5,
"AUT","LIFEEXP","TOT","YR","A","2009",80.4,
"AUT","LIFEEXP","TOT","YR","A","2010",80.7,
"AUT","LIFEEXP","TOT","YR","A","2011",81.1,
"AUT","LIFEEXP","TOT","YR","A","2012",81,
"AUT","LIFEEXP","TOT","YR","A","2013",81.2,
"AUT","LIFEEXP","TOT","YR","A","2014",81.6,
"AUT","LIFEEXP","TOT","YR","A","2015",81.3,
"AUT","LIFEEXP","TOT","YR","A","2016",81.7,
"AUT","LIFEEXP","TOT","YR","A","2017",81.7,
"AUT","LIFEEXP","TOT","YR","A","2018",81.8,
"AUT","LIFEEXP","TOT","YR","A","2019",82,
"AUT","LIFEEXP","TOT","YR","A","2020",81.3,
"AUT","LIFEEXP","WOMEN","YR","A","1960",71.9,
"AUT","LIFEEXP","WOMEN","YR","A","1961",72.8,
"AUT","LIFEEXP","WOMEN","YR","A","1962",72.5,
"AUT","LIFEEXP","WOMEN","YR","A","1963",72.7,
"AUT","LIFEEXP","WOMEN","YR","A","1964",73.2,
"AUT","LIFEEXP","WOMEN","YR","A","1965",73,
"AUT","LIFEEXP","WOMEN","YR","A","1966",73.4,
"AUT","LIFEEXP","WOMEN","YR","A","1967",73.4,
"AUT","LIFEEXP","WOMEN","YR","A","1968",73.5,
"AUT","LIFEEXP","WOMEN","YR","A","1969",73.3,
"AUT","LIFEEXP","WOMEN","YR","A","1970",73.5,
"AUT","LIFEEXP","WOMEN","YR","A","1971",73.7,
"AUT","LIFEEXP","WOMEN","YR","A","1972",74.1,
"AUT","LIFEEXP","WOMEN","YR","A","1973",74.6,
"AUT","LIFEEXP","WOMEN","YR","A","1974",74.7,
"AUT","LIFEEXP","WOMEN","YR","A","1975",74.7,
"AUT","LIFEEXP","WOMEN","YR","A","1976",75.1,
"AUT","LIFEEXP","WOMEN","YR","A","1977",75.5,
"AUT","LIFEEXP","WOMEN","YR","A","1978",75.7,
"AUT","LIFEEXP","WOMEN","YR","A","1979",76,
"AUT","LIFEEXP","WOMEN","YR","A","1980",76.1,
"AUT","LIFEEXP","WOMEN","YR","A","1981",76.5,
"AUT","LIFEEXP","WOMEN","YR","A","1982",76.7,
"AUT","LIFEEXP","WOMEN","YR","A","1983",76.7,
"AUT","LIFEEXP","WOMEN","YR","A","1984",77.3,
"AUT","LIFEEXP","WOMEN","YR","A","1985",77.4,
"AUT","LIFEEXP","WOMEN","YR","A","1986",77.8,
"AUT","LIFEEXP","WOMEN","YR","A","1987",78.2,
"AUT","LIFEEXP","WOMEN","YR","A","1988",78.7,
"AUT","LIFEEXP","WOMEN","YR","A","1989",78.8,
"AUT","LIFEEXP","WOMEN","YR","A","1990",79,
"AUT","LIFEEXP","WOMEN","YR","A","1991",79.1,
"AUT","LIFEEXP","WOMEN","YR","A","1992",79.3,
"AUT","LIFEEXP","WOMEN","YR","A","1993",79.5,
"AUT","LIFEEXP","WOMEN","YR","A","1994",79.8,
"AUT","LIFEEXP","WOMEN","YR","A","1995",80.1,
"AUT","LIFEEXP","WOMEN","YR","A","1996",80.2,
"AUT","LIFEEXP","WOMEN","YR","A","1997",80.7,
"AUT","LIFEEXP","WOMEN","YR","A","1998",81,
"AUT","LIFEEXP","WOMEN","YR","A","1999",81,
"AUT","LIFEEXP","WOMEN","YR","A","2000",81.2,
"AUT","LIFEEXP","WOMEN","YR","A","2001",81.7,
"AUT","LIFEEXP","WOMEN","YR","A","2002",81.7,
"AUT","LIFEEXP","WOMEN","YR","A","2003",81.5,
"AUT","LIFEEXP","WOMEN","YR","A","2004",82.1,
"AUT","LIFEEXP","WOMEN","YR","A","2005",82.2,
"AUT","LIFEEXP","WOMEN","YR","A","2006",82.8,
"AUT","LIFEEXP","WOMEN","YR","A","2007",83.1,
"AUT","LIFEEXP","WOMEN","YR","A","2008",83.3,
"AUT","LIFEEXP","WOMEN","YR","A","2009",83.2,
"AUT","LIFEEXP","WOMEN","YR","A","2010",83.5,
"AUT","LIFEEXP","WOMEN","YR","A","2011",83.8,
"AUT","LIFEEXP","WOMEN","YR","A","2012",83.6,
"AUT","LIFEEXP","WOMEN","YR","A","2013",83.8,
"AUT","LIFEEXP","WOMEN","YR","A","2014",84,
"AUT","LIFEEXP","WOMEN","YR","A","2015",83.7,
"AUT","LIFEEXP","WOMEN","YR","A","2016",84.1,
"AUT","LIFEEXP","WOMEN","YR","A","2017",84,
"AUT","LIFEEXP","WOMEN","YR","A","2018",84.1,
"AUT","LIFEEXP","WOMEN","YR","A","2019",84.2,
"AUT","LIFEEXP","WOMEN","YR","A","2020",83.6,
"BEL","LIFEEXP","MEN","YR","A","1960",66.8,
"BEL","LIFEEXP","MEN","YR","A","1961",67.6,
"BEL","LIFEEXP","MEN","YR","A","1962",67.4,
"BEL","LIFEEXP","MEN","YR","A","1963",67.1,
"BEL","LIFEEXP","MEN","YR","A","1964",67.8,
"BEL","LIFEEXP","MEN","YR","A","1965",67.6,
"BEL","LIFEEXP","MEN","YR","A","1966",67.8,
"BEL","LIFEEXP","MEN","YR","A","1967",67.9,
"BEL","LIFEEXP","MEN","YR","A","1968",67.6,
"BEL","LIFEEXP","MEN","YR","A","1969",67.6,
"BEL","LIFEEXP","MEN","YR","A","1970",67.9,
"BEL","LIFEEXP","MEN","YR","A","1971",67.9,
"BEL","LIFEEXP","MEN","YR","A","1972",68.2,
"BEL","LIFEEXP","MEN","YR","A","1973",68.4,
"BEL","LIFEEXP","MEN","YR","A","1974",68.8,
"BEL","LIFEEXP","MEN","YR","A","1975",68.8,
"BEL","LIFEEXP","MEN","YR","A","1976",68.9,
"BEL","LIFEEXP","MEN","YR","A","1977",69.5,
"BEL","LIFEEXP","MEN","YR","A","1978",69.4,
"BEL","LIFEEXP","MEN","YR","A","1979",69.9,
"BEL","LIFEEXP","MEN","YR","A","1980",69.9,
"BEL","LIFEEXP","MEN","YR","A","1981",70.3,
"BEL","LIFEEXP","MEN","YR","A","1982",70.6,
"BEL","LIFEEXP","MEN","YR","A","1983",70.6,
"BEL","LIFEEXP","MEN","YR","A","1984",71,
"BEL","LIFEEXP","MEN","YR","A","1985",71.1,
"BEL","LIFEEXP","MEN","YR","A","1986",71.4,
"BEL","LIFEEXP","MEN","YR","A","1987",72,
"BEL","LIFEEXP","MEN","YR","A","1988",72.2,
"BEL","LIFEEXP","MEN","YR","A","1989",72.3,
"BEL","LIFEEXP","MEN","YR","A","1990",72.7,
"BEL","LIFEEXP","MEN","YR","A","1991",72.9,
"BEL","LIFEEXP","MEN","YR","A","1992",73,
"BEL","LIFEEXP","MEN","YR","A","1993",73,
"BEL","LIFEEXP","MEN","YR","A","1994",73.4,
"BEL","LIFEEXP","MEN","YR","A","1995",73.5,
"BEL","LIFEEXP","MEN","YR","A","1996",73.9,
"BEL","LIFEEXP","MEN","YR","A","1997",74.2,
"BEL","LIFEEXP","MEN","YR","A","1998",74.4,
"BEL","LIFEEXP","MEN","YR","A","1999",74.4,
"BEL","LIFEEXP","MEN","YR","A","2000",74.6,
"BEL","LIFEEXP","MEN","YR","A","2001",74.9,
"BEL","LIFEEXP","MEN","YR","A","2002",75.1,
"BEL","LIFEEXP","MEN","YR","A","2003",75.3,
"BEL","LIFEEXP","MEN","YR","A","2004",76,
"BEL","LIFEEXP","MEN","YR","A","2005",76.2,
"BEL","LIFEEXP","MEN","YR","A","2006",76.6,
"BEL","LIFEEXP","MEN","YR","A","2007",77.1,
"BEL","LIFEEXP","MEN","YR","A","2008",76.9,
"BEL","LIFEEXP","MEN","YR","A","2009",77.4,
"BEL","LIFEEXP","MEN","YR","A","2010",77.5,
"BEL","LIFEEXP","MEN","YR","A","2011",78,"B"
"BEL","LIFEEXP","MEN","YR","A","2012",77.8,
"BEL","LIFEEXP","MEN","YR","A","2013",78.1,
"BEL","LIFEEXP","MEN","YR","A","2014",78.8,
"BEL","LIFEEXP","MEN","YR","A","2015",78.7,
"BEL","LIFEEXP","MEN","YR","A","2016",79,
"BEL","LIFEEXP","MEN","YR","A","2017",79.2,
"BEL","LIFEEXP","MEN","YR","A","2018",79.4,
"BEL","LIFEEXP","MEN","YR","A","2019",79.8,
"BEL","LIFEEXP","MEN","YR","A","2020",78.6,
"BEL","LIFEEXP","TOT","YR","A","1960",69.8,
"BEL","LIFEEXP","TOT","YR","A","1961",70.6,
"BEL","LIFEEXP","TOT","YR","A","1962",70.3,
"BEL","LIFEEXP","TOT","YR","A","1963",70.1,
"BEL","LIFEEXP","TOT","YR","A","1964",70.9,
"BEL","LIFEEXP","TOT","YR","A","1965",70.7,
"BEL","LIFEEXP","TOT","YR","A","1966",70.8,
"BEL","LIFEEXP","TOT","YR","A","1967",71.1,
"BEL","LIFEEXP","TOT","YR","A","1968",70.8,
"BEL","LIFEEXP","TOT","YR","A","1969",70.9,
"BEL","LIFEEXP","TOT","YR","A","1970",71.1,
"BEL","LIFEEXP","TOT","YR","A","1971",71.2,
"BEL","LIFEEXP","TOT","YR","A","1972",71.5,
"BEL","LIFEEXP","TOT","YR","A","1973",71.7,
"BEL","LIFEEXP","TOT","YR","A","1974",72.1,
"BEL","LIFEEXP","TOT","YR","A","1975",72.1,
"BEL","LIFEEXP","TOT","YR","A","1976",72.2,
"BEL","LIFEEXP","TOT","YR","A","1977",72.9,
"BEL","LIFEEXP","TOT","YR","A","1978",72.8,
"BEL","LIFEEXP","TOT","YR","A","1979",73.3,
"BEL","LIFEEXP","TOT","YR","A","1980",73.3,
"BEL","LIFEEXP","TOT","YR","A","1981",73.7,
"BEL","LIFEEXP","TOT","YR","A","1982",74,
"BEL","LIFEEXP","TOT","YR","A","1983",74,
"BEL","LIFEEXP","TOT","YR","A","1984",74.5,
"BEL","LIFEEXP","TOT","YR","A","1985",74.6,
"BEL","LIFEEXP","TOT","YR","A","1986",74.8,
"BEL","LIFEEXP","TOT","YR","A","1987",75.5,
"BEL","LIFEEXP","TOT","YR","A","1988",75.7,
"BEL","LIFEEXP","TOT","YR","A","1989",75.7,
"BEL","LIFEEXP","TOT","YR","A","1990",76.1,
"BEL","LIFEEXP","TOT","YR","A","1991",76.3,
"BEL","LIFEEXP","TOT","YR","A","1992",76.5,
"BEL","LIFEEXP","TOT","YR","A","1993",76.5,
"BEL","LIFEEXP","TOT","YR","A","1994",76.8,
"BEL","LIFEEXP","TOT","YR","A","1995",77,
